publication_number,publication_date,country_code,application_number,filing_date,grant_date,titulo,resumo,codigos_cpc
US-2024203247-A1,20240620,US,US-202418594846-A,20240304,0,An autonomous vehicle intelligent driving system with re-distribution of driving tasks,"This technology provides an Autonomous Vehicle (AV) Intelligent Driving System (IDS) that includes a sensing module for gathering driving environment data and an onboard unit (OBU) for vehicle control. The OBU features a vehicle control module and communication modules for guidance-level interaction with Traffic Control Centers (TCC/TCU) and Roadside Units (RSUs). The system receives targeted guidance instructions and information, such as vehicle maneuvering, safety maintenance, traffic control, and special conditions, to enhance driving tasks. The IDS collaborates with TCC/TCU and RSUs, providing redundancy and a fail-safe mechanism for increased safety and reliability. The system is designed with wireless communication capabilities for efficient information exchange and is applicable to connected and automated vehicles (CAVs).",H04W84/005; H04L67/12; H04L67/00; G08G1/017; G08G1/0133; G08G1/0129; G08G1/042; G08G1/07; G08G1/04; G08G1/0112; G08G1/0968; G08G1/0129; G08G1/042; G08G1/04; G08G1/0112; H04W84/005; H04L67/12; G08G1/017; G08G1/0133; G08G1/0145; G08G1/0145; G08G1/0145; G08G1/0112; G08G1/0129; G08G1/0133; G08G1/017; G08G1/07; G08G1/0968; H04L67/00; G08G1/04; G08G1/042; H04L67/12; H04W84/005
US-2024205663-A1,20240620,US,US-202418595863-A,20240305,0,Service-based architecture for internet protocol multimedia subsystem,"Methods, devices, and system related to providing service-based interfaces between network functions and a proxy call session control function for Internet Protocol (IP) Multimedia Subsystem services. In one example aspect, a method for wireless communication includes retrieving, by a proxy call session control function, an address of an access and mobility management function from a unified data management function. The proxy call session control function is configured to communicate with the unified data management function directly via a first service-based interface. The method also includes retrieving, by the proxy call session control function, information from the access and mobility management function. The proxy call session control function is configured to communicate with the access and mobility management function directly via a second service-based interface.",H04W8/20; H04W84/042; H04W8/12; H04W84/042; H04W8/12; H04W8/20; H04W8/12; H04W8/20; H04W84/042
US-2024205987-A1,20240620,US,US-202418589261-A,20240227,0,"Communication apparatus, communication method, and storage medium","In disconnecting the connection via a second link in a state where a communication apparatus and another communication apparatus are connected via a first link and a second link, TID assignment to the first link is performed based on information about a TID set to the first link and information about a TID set to the second link by the setting unit.",H04W76/20; H04W76/15; H04W76/30; H04W84/12; H04W76/34; H04W76/11; H04W84/12; H04W76/30; H04W76/15; H04W84/12; H04W28/0263; H04W76/34; H04W76/20; H04W28/06; H04W76/11; H04W76/15; H04W76/11; H04W76/15; H04W76/30; H04W84/12
US-2024206533-A1,20240627,US,US-202217794100-A,20220118,0,"Vibrator structure, and cartridge and aerosol generating device including the same","A vibrator structure of an aerosol generating device is provided. The vibrator structure includes a vibrator configured to vibrate according to an electrical energy applied to the vibrator, the vibrator including a first surface and a second surface opposite to the first surface; a first electrode arranged on at least one region of the first surface; a second electrode arranged on at least one region of the second surface; and a metal body accommodating the vibrator and being in contact with at least one region of the first electrode, wherein the electrical energy applied from an external power source is transferred to the first electrode through the metal body.",B06B2201/77; B06B1/0651; A24F40/42; A24F40/10; B06B1/0644; B06B2201/55; B06B2201/77; A24F40/10; A24F40/05; A24F40/05; B06B2201/77; B06B1/0651; A24F40/42; A24F40/10; A24F40/05
US-2024207125-A1,20240627,US,US-202318390466-A,20231220,0,Movement assist device aid,A movement assist device aid includes a mount assembly and an attachment assembly. The mount assembly includes a shaft mount and a first magnet positioned within the shaft mount. The first magnet includes a first central axis. The attachment assembly includes a second magnet. The second magnet includes a second central axis. The first magnet of the mount assembly and the second magnet of the attachment assembly are configured to magnetically engage with each other to secure the attachment assembly to the mount assembly. The first central axis of the first magnet is offset from the second central axis of the second magnet when the attachment assembly is secured to the mount assembly.,A61H3/0244; A61H2003/002; A61H3/02; A61H2201/0107; A61H2003/002; A61H3/02; A61H2201/0107; A61H2003/002; A61H3/02
US-2024208287-A1,20240627,US,US-202418428516-A,20240131,0,Amphibious pumping vehicle,"An amphibious vehicle for operation in a liquid manure lagoon, the vehicle comprising: a floatable vehicle body; a ground engaging propulsion structure; a liquid manure pump for pumping liquid manure from the liquid manure lagoon; a power source for powering both the ground engaging propulsion structure and the liquid manure pump; and, a remote control structure for controlling the ground engaging propulsion structure, the liquid manure pump and the power source.",F04D13/02; B63H2025/028; B63H25/02; B60F2301/00; B60F3/003; B60F3/0038; B60F3/0007; A01C3/026; A01C23/045; A01C23/045; B60F3/0061; B60F3/0061; B63H2025/028; B60F2301/00; F04D13/02; B63H25/02; B60F3/0038; B60F3/003; B60F3/0007; A01C23/045; A01C3/026; B60F3/0061
US-2024208818-A1,20240627,US,US-202218286553-A,20220412,0,Lithium salt of bisfluorosulfonylimide comprising cesium ion or rubidium ion,The present invention relates to an electrolyte additive composition comprising lithium salt of bisfluorosulfonylimide and at least one selected from the group consisting of Cs +  ion and Rb ion + .,H01M2300/0025; H01M10/0568; C01P2006/40; H01M10/0525; H01M10/0568; H01M10/0567; H01M10/0525; H01M10/0568; H01M10/0567; Y02E60/10; C01B21/086; C01B21/086; C01B21/086; H01M2300/0025; C01P2006/40; H01M10/0568; C01B21/086
US-2024211008-A1,20240627,US,US-202218087351-A,20221222,0,"Independent control of power, clock, and/or reset signals to a partitioned node","A partitionable multi-processor system includes a first plurality of components of the multi-processor system forming a first partitioned node that is operable as a first independent node, a second plurality of components of the multi-processor system forming a second partitioned node that is operable as a second independent node and a system controller that is configured to selectively and independently control separate power, clock, and/or reset signals to the first plurality of components forming the first partitioned node and the second plurality of components forming the second partitioned node in response to receiving a first partitioning mode instruction from a baseboard management controller (BMC) that identifies a partitioned state and configured to selectively control the separate power, clock, and/or reset signals to the first and second pluralities of components in a unified manner in response to receiving a second partitioning mode instruction from the BMC that identifies a unified state.",G06F1/3203; G06F1/26; G06F1/3203; G06F1/26; G06F1/26
US-2024211450-A1,20240627,US,US-202418599988-A,20240308,0,Automatic Machine Learning Data Modeling In A Low-Latency Data Access And Analysis System,"Automatic data modeling in includes identifying an analytical object in response to first data expressing usage intent, generating an analytical model generation data query for the analytical object, obtaining a trained analytical model generated in accordance with the analytical model generation query and trained using results data obtained in accordance with the analytical object, generating a resolved request representing second data expressing usage intent and indicating a request for results data obtained using the trained analytical model, generating an analytical model results data query for obtaining the results data in accordance with the trained analytical model and the analytical object, and outputting data for presenting a visualization of the results data obtained by executing the analytical model results data query, wherein a first portion of the results data corresponds with the analytical object and a second portion of the results data corresponds with the trained analytical model.",G06F16/248; G06N20/00; G06F16/212; G06N5/022; G06F16/248; G06F16/212
US-2024213050-A1,20240627,US,US-202318390435-A,20231220,0,"Wafer separation apparatus and method, and method for manufacturing silicon wafer","It would be helpful to provide a wafer separation apparatus and method, and a method for manufacturing a silicon wafer in which poor wafer separation can be easily prevented. A wafer separation apparatus 1 includes an injection port 2 configured to inject a fluid, a rolling element 3, and a holder 4 configured to movably hold the rolling element 3 in a rollable and integral manner, to be reciprocatable and biased to one side in a reciprocating direction, and to be integrally connected to the injection port 2.",H10P70/10; H10P72/0428; H10P72/0611; H10P72/0428; H10P72/0402; Y10T156/1939; Y10T156/195; Y10T156/1174; B32B43/006; B32B43/006; B32B2457/14; H01L21/02043; B32B43/006; H01L21/67092
US-2024213498-A1,20240627,US,US-202318539655-A,20231214,0,Catalyst,"To provide a catalyst, which is configured to suppress a decrease in voids in a catalyst layer. A catalyst for fuel cells, wherein the catalyst comprises a metal catalyst and a carbon support; wherein the carbon support supports the metal catalyst; wherein the carbon support is carbon support particles; wherein a specific surface area of the carbon support particles is 800 m 2 /g or more and 1200 m 2 /g or less; wherein a particle size of the carbon support particles is 200 nm or more and 400 nm or less; and wherein a bulk density of the carbon support particles is 0.02 g/ml or more and 0.07 g/ml or less.",H01M4/921; H01M4/926; H01M4/9041; H01M4/9083; H01M4/92; H01M4/88; H01M4/90; H01M8/10; H01M4/86; H01M2008/1095; H01M4/926; H01M4/9083; Y02E60/50; H01M4/9083; H01M4/9083
